Date,Close
2019-01-02,157.919998
2019-01-03,142.190002
2019-01-04,148.259995
2019-01-07,147.929993
2019-01-08,150.75
2019-01-09,153.309998
2019-01-10,153.800003
2019-01-11,152.289993
2019-01-14,150
2019-01-15,153.070007
2019-01-16,154.940002
2019-01-17,155.860001
2019-01-18,156.820007
2019-01-22,153.300003
2019-01-23,153.919998
2019-01-24,152.699997
2019-01-25,157.759995
2019-01-28,156.300003
2019-01-29,154.679993
2019-01-30,165.25
2019-01-31,166.440002
2019-02-01,166.520004
2019-02-04,171.25
2019-02-05,174.179993
2019-02-06,174.240005
2019-02-07,170.940002
2019-02-08,170.410004
2019-02-11,169.429993
2019-02-12,170.889999
2019-02-13,170.179993
2019-02-14,170.800003
2019-02-15,170.419998
2019-02-19,170.929993
2019-02-20,172.029999
2019-02-21,171.059998
2019-02-22,172.970001
2019-02-25,174.229996
2019-02-26,174.330002
2019-02-27,174.869995
2019-02-28,173.149994
2019-03-01,174.970001
2019-03-04,175.850006
2019-03-05,175.529999
2019-03-06,174.520004
2019-03-07,172.5
2019-03-08,172.910004
2019-03-11,178.899994
2019-03-12,180.910004
2019-03-13,181.710007
2019-03-14,183.729996
2019-03-15,186.119995
2019-03-18,188.020004
2019-03-19,186.529999
2019-03-20,188.160004
2019-03-21,195.089996
2019-03-22,191.050003
2019-03-25,188.740005
2019-03-26,186.789993
2019-03-27,188.470001
2019-03-28,188.720001
2019-03-29,189.949997
2019-04-01,191.240005
2019-04-02,194.020004
2019-04-03,195.350006
2019-04-04,195.690002
2019-04-05,197
2019-04-08,200.100006
2019-04-09,199.5
2019-04-10,200.619995
2019-04-11,198.949997
2019-04-12,198.869995
2019-04-15,199.229996
2019-04-16,199.25
2019-04-17,203.130005
2019-04-18,203.860001
2019-04-22,204.529999
2019-04-23,207.479996
2019-04-24,207.160004
2019-04-25,205.279999
2019-04-26,204.300003
2019-04-29,204.610001
2019-04-30,200.669998
2019-05-01,210.520004
2019-05-02,209.149994
2019-05-03,211.75
2019-05-06,208.479996
2019-05-07,202.860001
2019-05-08,202.899994
2019-05-09,200.720001
2019-05-10,197.179993
2019-05-13,185.720001
2019-05-14,188.660004
2019-05-15,190.919998
2019-05-16,190.080002
2019-05-17,189
2019-05-20,183.089996
2019-05-21,186.600006
2019-05-22,182.779999
2019-05-23,179.660004
2019-05-24,178.970001
2019-05-28,178.229996
2019-05-29,177.380005
2019-05-30,178.300003
2019-05-31,175.070007
2019-06-03,173.300003
2019-06-04,179.639999
2019-06-05,182.539993
2019-06-06,185.220001
2019-06-07,190.149994
2019-06-10,192.580002
2019-06-11,194.809998
2019-06-12,194.190002
2019-06-13,194.149994
2019-06-14,192.740005
2019-06-17,193.889999
2019-06-18,198.449997
2019-06-19,197.869995
2019-06-20,199.460007
2019-06-21,198.779999
2019-06-24,198.580002
2019-06-25,195.570007
2019-06-26,199.800003
2019-06-27,199.740005
2019-06-28,197.919998
2019-07-01,201.550003
2019-07-02,202.729996
2019-07-03,204.410004
2019-07-05,204.229996
2019-07-08,200.020004
2019-07-09,201.240005
2019-07-10,203.229996
2019-07-11,201.75
2019-07-12,203.300003
2019-07-15,205.210007
2019-07-16,204.5
2019-07-17,203.350006
2019-07-18,205.660004
2019-07-19,202.589996
2019-07-22,207.220001
2019-07-23,208.839996
2019-07-24,208.669998
2019-07-25,207.020004
2019-07-26,207.740005
2019-07-29,209.679993
2019-07-30,208.779999
2019-07-31,213.039993
2019-08-01,208.429993
2019-08-02,204.020004
2019-08-05,193.339996
2019-08-06,197
2019-08-07,199.039993
2019-08-08,203.429993
2019-08-09,200.990005
2019-08-12,200.479996
2019-08-13,208.970001
2019-08-14,202.75
2019-08-15,201.740005
2019-08-16,206.5
2019-08-19,210.350006
2019-08-20,210.360001
2019-08-21,212.639999
2019-08-22,212.460007
2019-08-23,202.639999
2019-08-26,206.490005
2019-08-27,204.160004
2019-08-28,205.529999
2019-08-29,209.009995
2019-08-30,208.740005
2019-09-03,205.699997
2019-09-04,209.190002
2019-09-05,213.279999
2019-09-06,213.259995
2019-09-09,214.169998
2019-09-10,216.699997
2019-09-11,223.589996
2019-09-12,223.089996
2019-09-13,218.75
2019-09-16,219.899994
2019-09-17,220.699997
2019-09-18,222.770004
2019-09-19,220.960007
2019-09-20,217.729996
2019-09-23,218.720001
2019-09-24,217.679993
2019-09-25,221.029999
2019-09-26,219.889999
2019-09-27,218.820007
2019-09-30,223.970001
2019-10-01,224.589996
2019-10-02,218.960007
2019-10-03,220.820007
2019-10-04,227.009995
2019-10-07,227.059998
2019-10-08,224.399994
2019-10-09,227.029999
2019-10-10,230.089996
2019-10-11,236.210007
2019-10-14,235.869995
2019-10-15,235.320007
2019-10-16,234.369995
2019-10-17,235.279999
2019-10-18,236.410004
2019-10-21,240.509995
2019-10-22,239.960007
2019-10-23,243.179993
2019-10-24,243.580002
2019-10-25,246.580002
2019-10-28,249.050003
2019-10-29,243.289993
2019-10-30,243.259995
2019-10-31,248.759995
2019-11-01,255.820007
2019-11-04,257.5
2019-11-05,257.130005
2019-11-06,257.23999
2019-11-07,259.429993
2019-11-08,260.140015
2019-11-11,262.200012
2019-11-12,261.959991
2019-11-13,264.470001
2019-11-14,262.640015
2019-11-15,265.76001
2019-11-18,267.100006
2019-11-19,266.290009
2019-11-20,263.190002
2019-11-21,262.01001
2019-11-22,261.779999
2019-11-25,266.369995
2019-11-26,264.290009
